filepath,events
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform554.wav,"[('noise', 0, 10.0), ('engine_idling', 8.010741739585509, 10.378992421574427)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform555.wav,"[('noise', 0, 10.0), ('jackhammer', 5.234191703612944, 7.094979383095492), ('dog_bark', 5.835112904320332, 8.579883950258916)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform556.wav,"[('noise', 0, 10.0), ('car_horn', 7.460017436344142, 9.592062946386948)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform557.wav,"[('noise', 0, 10.0), ('siren', 1.8061596522595136, 4.29434503594395), ('jackhammer', 3.09231864163959, 6.646879273030251), ('drilling', 3.182188912610202, 4.746097112852546), ('gun_shot', 3.668054923948294, 3.937011923948294), ('street_music', 5.005655742134637, 8.308688497387099), ('drilling', 5.761668629533124, 9.65847971984269), ('children_playing', 5.948449738817667, 7.534976588158034), ('street_music', 6.07400220480805, 7.459240218731821)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform558.wav,"[('noise', 0, 10.0), ('dog_bark', 0.5766483616340079, 2.730149307711269), ('air_conditioner', 0.8350778671764647, 1.8306410751623257), ('gun_shot', 3.2377512904211594, 3.975982403023295), ('drilling', 4.205518022758593, 4.825518022758593), ('car_horn', 4.856507681436145, 6.821733804231513), ('car_horn', 5.809410199865708, 9.454028158272354), ('dog_bark', 5.8349020296278455, 7.686732676567091), ('jackhammer', 9.017695939945755, 9.954060939945755)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform559.wav,"[('noise', 0, 10.0), ('siren', 0.5811624749051691, 3.0921550638506012), ('engine_idling', 4.424139489539629, 6.897181961602572), ('gun_shot', 4.9814414967661556, 5.6514414967661555), ('children_playing', 6.700699739743898, 9.686030111418532), ('drilling', 7.425952353217411, 9.592617140818637), ('drilling', 9.480701386682199, 10.094094724081957)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform56.wav,"[('noise', 0, 10.0), ('drilling', 0.024738428408676016, 3.032451143503901), ('drilling', 5.302806910702927, 6.1175579168599326), ('siren', 5.329886935849448, 8.529176731843972), ('siren', 6.5114590662376965, 10.094927108961294), ('dog_bark', 6.5714429772923, 10.38498891239404)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform560.wav,"[('noise', 0, 10.0), ('jackhammer', 0.6657513705691931, 3.772443482201277), ('engine_idling', 1.2305697300599028, 4.995165109108425), ('air_conditioner', 2.5110576117519368, 5.946254393436728), ('air_conditioner', 2.5325145145169214, 6.2040777935918054), ('children_playing', 2.9670510418401608, 4.72570143411051), ('street_music', 6.4123810367728105, 9.642494518426403), ('jackhammer', 6.7469202324981925, 10.689545724066894), ('car_horn', 9.049225403428716, 9.958507542975681), ('siren', 9.485429462202339, 10.047343256940568)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform561.wav,"[('noise', 0, 10.0), ('air_conditioner', 3.786360752790997, 5.507547312130623), ('dog_bark', 4.012919162923375, 7.940135002136304)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform562.wav,"[('noise', 0, 10.0), ('drilling', 3.5387026570515467, 4.94338308026964), ('drilling', 4.439972561409795, 5.876530601773775), ('dog_bark', 4.718818967576938, 5.979770702307901), ('gun_shot', 5.27916592087454, 6.23722892087454), ('street_music', 7.522126572373626, 9.795344696203117), ('gun_shot', 8.374262978661775, 9.781783978661775)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform563.wav,"[('noise', 0, 10.0), ('siren', 0.10767468419321857, 1.4624689011412453), ('drilling', 0.1596737501496448, 1.0592953504907472), ('engine_idling', 2.0352395765221654, 3.1957539321315256), ('gun_shot', 4.30056078012731, 5.776808891034131), ('drilling', 7.34457811501156, 7.7614261150115595), ('car_horn', 7.41519447433374, 10.104881474333741), ('air_conditioner', 8.279416913645251, 9.870717115271988)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform564.wav,"[('noise', 0, 10.0), ('engine_idling', 0.26240458723505444, 3.706425029504993), ('siren', 1.0810815217134429, 4.213614269638478), ('children_playing', 2.4370012512401873, 5.923944679927796), ('drilling', 4.5822752485062965, 6.176388133237115), ('dog_bark', 5.5925922479088594, 9.248913166079216), ('siren', 7.171502093327948, 9.392118583464086), ('drilling', 7.7243108866606605, 9.93745041255418), ('drilling', 8.01816771851704, 9.7426365501322)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform565.wav,"[('noise', 0, 10.0), ('drilling', 8.061131230840298, 9.140213553753565)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform566.wav,"[('noise', 0, 10.0), ('dog_bark', 0.09841954554916432, 0.3284195455491643), ('jackhammer', 0.14455974971348873, 1.7122631771390993), ('street_music', 0.927335913078654, 1.9088640252573201), ('engine_idling', 1.2405430254738115, 2.38838393120371), ('siren', 2.884623504378495, 3.7846459826100576), ('engine_idling', 5.538331049969884, 6.63301174714958), ('air_conditioner', 6.353050937045854, 7.3980351631450505)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform567.wav,"[('noise', 0, 10.0), ('dog_bark', 2.201785690406325, 5.277227782363031), ('gun_shot', 3.8510962726914943, 4.970565272691495), ('dog_bark', 5.87213317617428, 9.230943215566832), ('children_playing', 7.238248892929983, 8.507836076495657), ('car_horn', 8.822118291665946, 9.260503291665946)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform568.wav,"[('noise', 0, 10.0), ('street_music', 0.17410645153985493, 0.9775493803746634), ('children_playing', 7.169428189923416, 9.636441424112041)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform569.wav,"[('noise', 0, 10.0), ('engine_idling', 0.7074237033357866, 4.32313400527024), ('gun_shot', 3.4608403584669665, 5.257642358466967), ('dog_bark', 5.27715760265947, 8.756706910925821), ('gun_shot', 8.938041508058168, 10.108041508058168), ('children_playing', 9.068456324059317, 10.149900859509483)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform57.wav,"[('noise', 0, 10.0), ('jackhammer', 0.24361857620357696, 2.619041104087829), ('dog_bark', 1.0809576091810535, 4.046908917243654), ('car_horn', 1.4937630398171742, 1.9592110398171743), ('car_horn', 2.057748634858032, 4.378505586493349), ('jackhammer', 4.160075016603999, 7.556698107051621), ('drilling', 5.957167368122756, 6.620202379314443), ('siren', 6.446460828851316, 9.998425584823336), ('dog_bark', 6.818836808881632, 8.188836808881632), ('gun_shot', 8.02019103062596, 9.998933285211418)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform570.wav,"[('noise', 0, 10.0), ('siren', 5.573989862826436, 6.9449889792668795), ('air_conditioner', 6.331722134987475, 9.554307040750526), ('air_conditioner', 8.759758439310836, 10.149290831773179)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform571.wav,"[('noise', 0, 10.0), ('dog_bark', 3.44619374485573, 6.322794179874046), ('car_horn', 5.300791788862532, 5.600791788862532), ('jackhammer', 5.507359522230793, 8.972970953488112)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform572.wav,"[('noise', 0, 10.0), ('gun_shot', 2.498300605484196, 5.527757847360984), ('jackhammer', 3.716909501203963, 4.270580169412751)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform573.wav,"[('noise', 0, 10.0), ('drilling', 0.7812467832527359, 2.1234148723476496)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform574.wav,"[('noise', 0, 10.0), ('car_horn', 1.8331627042830467, 3.0591799214027064), ('children_playing', 4.632681493062752, 6.526361975686914)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform575.wav,"[('noise', 0, 10.0), ('street_music', 7.111145733177487, 10.465677442898489), ('dog_bark', 9.600986373939335, 10.046496373939336)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform576.wav,"[('noise', 0, 10.0), ('drilling', 0.1276401760916812, 2.8741736516823426), ('children_playing', 0.8744602623181874, 1.4303127679356673), ('air_conditioner', 3.4676126813663153, 4.145648901262184), ('jackhammer', 3.778253203059372, 7.519425774619902), ('air_conditioner', 4.436067263666095, 5.736296376846029), ('children_playing', 6.477647905953269, 8.413375418576972), ('street_music', 6.6408080516696835, 9.511775185419046)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform577.wav,"[('noise', 0, 10.0), ('street_music', 0.08783912454961351, 3.383107074950949), ('jackhammer', 1.5276784250617337, 4.740896857333446), ('dog_bark', 6.96779541407773, 8.507128215052637), ('dog_bark', 6.983876371886685, 7.752758308289322), ('children_playing', 7.774659259225707, 10.091366504203997), ('siren', 7.902987888083542, 10.201567802950983), ('car_horn', 8.3847538727175, 9.7247538727175)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform578.wav,"[('noise', 0, 10.0), ('air_conditioner', 0.776364465243542, 3.3279654557360714), ('drilling', 6.5890821277569565, 10.238238162568262), ('air_conditioner', 8.60279075841067, 9.857614923452738), ('dog_bark', 9.149145518474985, 9.948206830170724)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform579.wav,"[('noise', 0, 10.0), ('drilling', 2.696226645973039, 4.471927824781913), ('children_playing', 4.909725702555664, 7.411914798137812), ('car_horn', 5.3491305824556346, 5.716505582455635), ('siren', 6.845193757072337, 9.933761098436998), ('drilling', 7.127891293987311, 9.65789129398731), ('jackhammer', 7.238885259921476, 9.629162498950134), ('drilling', 7.720790927335056, 10.010737009650043)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform58.wav,"[('noise', 0, 10.0), ('siren', 0.6771265774329038, 1.8940384912041177), ('street_music', 7.600808205046662, 8.111442030518473)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform580.wav,"[('noise', 0, 10.0), ('dog_bark', 0.16188140196537137, 3.9157726435747793), ('gun_shot', 2.6250477742494116, 4.133482774249412), ('air_conditioner', 4.840922212402909, 6.0828745672094175), ('jackhammer', 5.924011495762392, 9.104141729967008), ('siren', 6.337293243231623, 9.612921834262345), ('car_horn', 6.653791418482678, 10.551911183004213), ('dog_bark', 7.780872037423171, 10.072194406270876), ('street_music', 8.278869732850072, 9.806286156447129)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform581.wav,"[('noise', 0, 10.0), ('drilling', 0.13361359348770474, 3.096125871262146), ('dog_bark', 4.212640709775868, 5.966292871420524), ('drilling', 4.235511296382738, 6.053298629684062), ('gun_shot', 4.358901208328931, 4.928901208328932), ('street_music', 5.400866650295492, 7.421847026786443), ('street_music', 6.055208272447079, 7.869174249231337), ('gun_shot', 6.331171019358244, 7.367656019358244), ('jackhammer', 8.544017872844764, 10.193508854386357)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform582.wav,"[('noise', 0, 10.0), ('gun_shot', 0.4728423599092968, 1.1379213599092968), ('children_playing', 0.6556109988134384, 2.892130600157028), ('street_music', 0.7347321365091664, 3.2479604097498864), ('street_music', 2.0116978660665987, 4.723550282232974), ('gun_shot', 4.489509248008201, 5.289441248008201), ('street_music', 4.672118222104129, 7.99012921261739), ('air_conditioner', 9.074373477528152, 10.068432226017048)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform583.wav,"[('noise', 0, 10.0), ('children_playing', 5.755381226003829, 7.450434087212962), ('dog_bark', 6.964567319423795, 10.6252646105793)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform584.wav,"[('noise', 0, 10.0), ('siren', 1.196706874960095, 3.5739614158607154), ('dog_bark', 3.0962657831633456, 6.0620752771303685), ('gun_shot', 4.016603425604476, 5.012082425604476), ('gun_shot', 4.204320328596962, 5.364320328596962)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform585.wav,"[('noise', 0, 10.0), ('gun_shot', 0.42750360273860255, 3.193149602738602), ('drilling', 0.46652923974297544, 1.0455772397429755), ('engine_idling', 0.9133352034926179, 3.0554054814055327), ('street_music', 2.5212292633974864, 3.9844729784813637), ('car_horn', 2.8884141282143547, 3.6116664607524394), ('dog_bark', 4.450288564263332, 6.882064137256741), ('engine_idling', 5.04164838373966, 8.158709114305882), ('dog_bark', 5.12017471963795, 6.5986361266621)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform586.wav,"[('noise', 0, 10.0), ('children_playing', 5.059298992375005, 8.115562184833982), ('air_conditioner', 6.883923246265606, 10.69133678239369), ('siren', 9.466023929143955, 10.059457418428975)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform587.wav,"[('noise', 0, 10.0), ('street_music', 0.48971420422335266, 4.083230995835209), ('engine_idling', 4.567594555068353, 8.418085918371869), ('siren', 5.801027999190508, 9.597069302140127), ('street_music', 7.2307237170396705, 10.085516024846953)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform588.wav,"[('noise', 0, 10.0), ('engine_idling', 1.83925149146706, 5.444903871675784), ('drilling', 2.3955376826367694, 3.405537682636769), ('siren', 2.6798699979171126, 4.0097656895625065), ('air_conditioner', 3.1257959289034956, 5.482905843507593), ('siren', 3.8213587484111997, 5.907548087627779), ('gun_shot', 5.587668285433834, 6.777668285433833), ('dog_bark', 5.77733608213507, 7.66733608213507), ('engine_idling', 6.38956647014594, 9.441306211181733), ('air_conditioner', 7.624795635272739, 9.933742447131564)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform589.wav,"[('noise', 0, 10.0), ('children_playing', 1.7203455151351166, 4.48916245772154)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform59.wav,"[('noise', 0, 10.0), ('street_music', 2.272752506112141, 4.749824670267211), ('street_music', 4.312688407614724, 5.28233220776359), ('children_playing', 6.1013085831896765, 7.548173788336487)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform590.wav,"[('noise', 0, 10.0), ('air_conditioner', 1.7234440167943732, 5.449156273224567), ('dog_bark', 2.231606543179173, 3.359835543179173), ('gun_shot', 2.5656451055860483, 3.2356451055860482), ('car_horn', 7.122850440241136, 8.228428440241135)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform591.wav,"[('noise', 0, 10.0), ('air_conditioner', 1.55674455180273, 4.335474325723198), ('jackhammer', 4.77803142587948, 7.982834285687793), ('air_conditioner', 6.638902082920049, 7.865500790347416), ('gun_shot', 8.339479089372347, 9.759479089372347)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform592.wav,"[('noise', 0, 10.0), ('street_music', 0.9434523497917047, 3.8287116110095583), ('children_playing', 1.1405312370317, 2.203683820395477), ('street_music', 2.0609993989243005, 4.141647031243588), ('children_playing', 6.454016107446479, 7.860267454620041), ('siren', 6.4562143369111205, 10.176215679457693), ('siren', 6.808449099464061, 10.376115965028417), ('drilling', 7.130214363658681, 9.198140633949887), ('gun_shot', 8.601859809714412, 10.153406753832398), ('children_playing', 9.205556706670455, 10.093491639872706)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform593.wav,"[('noise', 0, 10.0), ('drilling', 2.0291971880442814, 4.737177171763875), ('street_music', 3.891750531138337, 6.450558460208643), ('street_music', 5.07553120582915, 6.785713669268851), ('jackhammer', 5.726276710052897, 9.542430371057991), ('street_music', 5.748362123154168, 8.27130070676628), ('drilling', 6.258280187538908, 9.715984153054038), ('siren', 6.6698041885944095, 9.15315782392782)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform594.wav,"[('noise', 0, 10.0), ('jackhammer', 1.5010640091779759, 3.945400969242428), ('siren', 4.409047596861536, 5.957749955730131), ('street_music', 8.231064289202946, 9.023151078168572), ('street_music', 8.232277136550278, 10.24508348586783)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform595.wav,"[('noise', 0, 10.0), ('gun_shot', 1.899242909751564, 3.979242909751564), ('gun_shot', 2.2877426434698944, 3.1977426434698946), ('jackhammer', 5.7049487996163375, 9.657635293310868), ('gun_shot', 5.763746545986565, 6.272152464656992), ('car_horn', 5.805279163420546, 6.4952791634205465), ('children_playing', 6.214590843517511, 7.749247754563279), ('jackhammer', 6.3277822194273785, 7.715272581344301), ('children_playing', 7.948732875984067, 9.91918875935085)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform596.wav,"[('noise', 0, 10.0), ('jackhammer', 0.0869055347030101, 0.9241765347030101), ('jackhammer', 1.4319537439009533, 3.669767094555966), ('children_playing', 3.2432309635900882, 6.337073780708485), ('dog_bark', 4.958475812584439, 7.596150392859112), ('siren', 7.027640741598113, 7.631515912496091), ('dog_bark', 8.343534148377277, 10.043534148377276)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform597.wav,"[('noise', 0, 10.0), ('dog_bark', 0.42343296904859384, 2.4737873886527932), ('air_conditioner', 0.6221584566147009, 1.2264635391210086), ('drilling', 1.5240761657919888, 3.3809004679126504), ('air_conditioner', 2.60583842126748, 6.348544647813352), ('jackhammer', 4.246037766195108, 5.901145294099662), ('siren', 5.59173428286374, 7.123763214733424), ('street_music', 6.7686653614744765, 10.327595618658776), ('children_playing', 7.949493634950922, 9.849524038295002), ('street_music', 9.534003899860199, 10.060191078595498)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform598.wav,"[('noise', 0, 10.0), ('siren', 0.4536334501932726, 3.6714280026780353), ('air_conditioner', 0.9461558639004741, 4.8611061312594765), ('dog_bark', 4.672611302584726, 5.762611302584726), ('engine_idling', 5.256608208549043, 8.162315793923128), ('siren', 7.8790553293404555, 9.660982681082531)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform599.wav,"[('noise', 0, 10.0), ('drilling', 0.5079610710330262, 2.0598476289750165), ('street_music', 0.9795550937612496, 3.932320419268933), ('dog_bark', 1.556554337495566, 4.966291395142803), ('dog_bark', 2.5164586322389457, 3.1932906711234956), ('car_horn', 3.3599929501773484, 6.073348518739229), ('children_playing', 7.250423583597647, 8.248885652481627), ('children_playing', 7.305073038252166, 10.556095199843856), ('drilling', 7.815992748292578, 10.414495148686232), ('dog_bark', 8.591805223477, 9.274792031781727)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform6.wav,"[('noise', 0, 10.0), ('gun_shot', 7.00128036352168, 8.49772036352168), ('jackhammer', 7.319702132883932, 9.640742635970472)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform60.wav,"[('noise', 0, 10.0), ('air_conditioner', 0.5881101078949147, 1.109596535321738), ('engine_idling', 7.485278568050799, 10.543832326987573)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform600.wav,"[('noise', 0, 10.0), ('siren', 0.7258856449152984, 3.9716337818732916), ('drilling', 2.7919697808419275, 6.21481225612462), ('siren', 3.7652144508268504, 5.72078668953446), ('siren', 4.079096031814493, 7.763375008503087), ('car_horn', 6.132564957557549, 9.644382334751413), ('air_conditioner', 7.359704287406878, 10.513437059848187)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform601.wav,"[('noise', 0, 10.0), ('dog_bark', 1.7257356143885128, 3.547791209669427), ('dog_bark', 3.5304684202694627, 5.625479612429036)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform602.wav,"[('noise', 0, 10.0), ('car_horn', 0.1715250163394022, 3.283397216997768), ('dog_bark', 2.1900208413754885, 4.609928340807416), ('children_playing', 2.359360519894728, 4.247905057055889), ('gun_shot', 4.957921809806373, 6.020048215255959), ('gun_shot', 5.401903444681661, 6.071903444681661), ('gun_shot', 6.887823805487871, 7.83170710687315), ('siren', 7.417932700085986, 9.809614356793157), ('children_playing', 8.816663042011823, 9.97529555980756)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform603.wav,"[('noise', 0, 10.0), ('children_playing', 0.8392305824193114, 3.6999286344802274), ('drilling', 2.458977332988639, 4.057520047446302), ('air_conditioner', 4.140204604279415, 7.668945187775275)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform604.wav,"[('noise', 0, 10.0), ('gun_shot', 2.3781017559532813, 4.0962427559532815), ('jackhammer', 3.2527807110586417, 4.550662625340743), ('siren', 3.3363563078176552, 6.9227504013610055), ('car_horn', 4.639908262395512, 5.2065406723359615), ('engine_idling', 5.893485034161248, 9.565858658429867), ('drilling', 6.101575036887905, 9.668169874633742), ('children_playing', 7.383190595912928, 9.773190595912927), ('street_music', 8.007118817232922, 10.158531284268184)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform605.wav,"[('noise', 0, 10.0), ('gun_shot', 0.40654451755082754, 1.4823045175508276), ('jackhammer', 2.47311488782279, 3.195476970134473), ('drilling', 2.593005894226118, 4.2346549393551065), ('car_horn', 2.6230359619800514, 3.3615849619800513), ('street_music', 5.132462209186578, 8.536458129254374), ('street_music', 5.161283920242537, 8.979325106650476), ('air_conditioner', 5.3454310290444855, 9.177987651360857), ('children_playing', 5.86270589990985, 9.009761297494858), ('car_horn', 6.656055201038109, 7.246010201038109)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform606.wav,"[('noise', 0, 10.0), ('children_playing', 2.1413831686579297, 4.108756438692147), ('siren', 8.181294287428377, 10.381418346200208)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform607.wav,"[('noise', 0, 10.0), ('car_horn', 0.1460200524864863, 0.7216440524864863), ('drilling', 0.5408870696783608, 1.4181890696783608), ('gun_shot', 1.3098314073028405, 2.8398314073028406), ('children_playing', 1.9826248202256835, 3.952463425589519), ('air_conditioner', 4.741871204022839, 5.851812836178938), ('engine_idling', 5.156122533199897, 8.014101071680443), ('children_playing', 7.25251862846688, 10.390584068920077), ('dog_bark', 8.182355626612537, 9.362355626612537)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform608.wav,"[('noise', 0, 10.0), ('jackhammer', 1.0476847816033208, 2.5276847816033206), ('siren', 4.359850157455726, 4.949442157455725)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform609.wav,"[('noise', 0, 10.0), ('jackhammer', 0.48556898365380463, 2.8592689612941493), ('dog_bark', 1.1099703719083176, 2.033527402307876), ('children_playing', 1.632254144534837, 4.947716474672257), ('air_conditioner', 2.883663232645003, 5.9249858004777245), ('children_playing', 2.9682409716820626, 4.248008724448885), ('air_conditioner', 4.7221748438940345, 5.496042469970289), ('car_horn', 6.222004324895231, 9.045485389776928), ('gun_shot', 9.089750839561704, 9.568208839561704), ('car_horn', 9.632068320501995, 9.977339320501995)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform61.wav,"[('noise', 0, 10.0), ('engine_idling', 4.567871010371485, 8.26373850192092), ('engine_idling', 7.651211207048622, 9.677446602099078)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform610.wav,"[('noise', 0, 10.0), ('gun_shot', 4.745716721237989, 5.224174721237989), ('jackhammer', 7.381372156187181, 9.898912478074152)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform611.wav,"[('noise', 0, 10.0), ('car_horn', 3.432730803692791, 3.9827308036927906), ('car_horn', 7.403174264096986, 9.866252290807433), ('air_conditioner', 8.52652902120209, 9.160586989105301)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform612.wav,"[('noise', 0, 10.0), ('drilling', 1.9685933178032244, 4.941603824923732), ('jackhammer', 5.905222276307935, 6.441610543327745), ('air_conditioner', 6.5410948927455355, 9.97872880132999), ('siren', 7.852308637541247, 10.148209682775349)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform613.wav,"[('noise', 0, 10.0), ('engine_idling', 1.922255484247959, 2.633101006105818), ('air_conditioner', 3.377795525293684, 5.01042288380828), ('jackhammer', 4.064689133342911, 6.430870473109197), ('car_horn', 5.974874910040413, 9.258779344381342), ('siren', 6.3135895669814825, 7.776582372776129)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform614.wav,"[('noise', 0, 10.0), ('engine_idling', 3.3532375544803674, 3.894713780151346), ('children_playing', 5.288705688893827, 8.312638014057512), ('air_conditioner', 8.463511677966567, 10.060516074505777)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform615.wav,"[('noise', 0, 10.0), ('siren', 5.98639429223598, 8.99383229223598)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform616.wav,"[('noise', 0, 10.0), ('gun_shot', 1.5348614235531288, 3.074861423553129), ('dog_bark', 1.5396341222342524, 1.9759611222342524), ('dog_bark', 2.0982580726846987, 2.5860130726846986), ('air_conditioner', 4.155541047939516, 7.353875725733982), ('siren', 5.458711771295961, 9.436660023822352), ('children_playing', 5.802425197227567, 8.21327274155982), ('jackhammer', 7.998592084882222, 10.484044006431542), ('engine_idling', 8.482320386369778, 10.288932271538524)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform617.wav,"[('noise', 0, 10.0), ('engine_idling', 3.4014171600103262, 6.080427082577125), ('car_horn', 3.405088103625716, 4.013827622487891), ('dog_bark', 4.885087055010082, 8.471384285833318), ('children_playing', 5.567958830640522, 9.293598611539522), ('gun_shot', 5.974300140437662, 6.572112140437662), ('children_playing', 7.5968633445108775, 10.533336976631682)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform618.wav,"[('noise', 0, 10.0), ('siren', 0.8626447698312101, 4.303129804679817), ('drilling', 2.418263473425293, 4.452644282735387), ('dog_bark', 4.479523741460491, 8.302515608560032), ('street_music', 5.487624191397741, 6.657609078326566), ('dog_bark', 6.499392681599282, 10.300847520519275), ('engine_idling', 6.519644943008176, 9.813419477675673), ('children_playing', 7.226696436531837, 9.917103978251003), ('gun_shot', 7.733372104453336, 8.049653104453336), ('engine_idling', 7.98410342760592, 9.882989399368935)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform619.wav,"[('noise', 0, 10.0), ('car_horn', 0.26696570334020064, 2.643918153912058), ('drilling', 1.0916059859399752, 2.231605985939975), ('engine_idling', 4.736166372538274, 6.39723730181879), ('children_playing', 6.412729869937752, 9.95363913165091), ('gun_shot', 6.7282021817772435, 8.345526181777243), ('engine_idling', 6.730453322105792, 7.465068311406927)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform62.wav,"[('noise', 0, 10.0), ('street_music', 1.5499652530939012, 3.264810142137402), ('dog_bark', 4.0445113997355335, 7.877322218229486), ('street_music', 5.509753747395424, 7.84276163028178), ('siren', 8.995562910894558, 9.998070601766795)]"
../data/urbansed/URBAN-SED_v2.0.0/audio/train/soundscape_train_uniform620.wav,"[('noise', 0, 10.0), ('dog_bark', 3.4225191726287596, 7.345653286320079)]"
